color,fullmove,legal_moves,count
White,22,60,52
White,176,21,14
Black,87,7,990
Black,105,41,4
White,117,41,3
Black,15,42,8293
White,149,10,60
Black,44,53,17
White,155,34,2
White,50,12,3783
White,163,36,1
Black,72,26,1396
White,22,28,6584
White,34,6,2484
White,58,36,657
White,99,22,822
Black,53,53,2
White,31,23,7072
Black,92,3,827
Black,39,25,7205
White,168,7,23
White,184,6,13
Black,27,10,503
White,40,34,3668
Black,61,12,3943
White,26,45,3736
White,75,14,2531
White,100,35,54
White,91,42,6
Black,57,25,3136
Black,161,18,28
White,101,21,563
Black,101,17,1008
Black,59,46,24
Black,178,27,8
White,17,2,1090
Black,176,20,15
Black,14,16,203
White,77,25,1510
White,131,32,24
White,177,2,6
White,112,45,1
Black,37,8,1782
Black,103,8,374
Black,128,28,77
Black,26,2,3110
White,89,2,560
White,196,29,2
Black,72,5,3094
Black,27,52,359
Black,20,38,9916
Black,96,18,1011
White,110,26,318
White,153,28,20
Black,52,37,491
Black,92,18,1205
White,56,29,2914
Black,69,15,3749
White,84,15,1889
Black,79,15,2468
Black,123,1,63
Black,102,36,21
White,12,39,13473
White,82,31,454
White,123,12,284
White,167,12,35
Black,115,15,569
White,181,23,11
White,187,29,3
Black,18,26,5397
White,92,45,2
White,32,28,8351
White,123,45,1
Black,48,15,7028
White,62,9,1875
Black,27,32,8616
White,59,27,3352
White,82,3,1159
White,14,4,1111
Black,101,38,18
White,78,45,9
Black,42,54,8
White,61,3,2757
White,35,39,3314
White,83,33,255
White,70,20,3346
White,194,32,2
Black,45,43,309
Black,68,43,20
Black,133,7,139
White,34,12,1638
Black,180,15,30
Black,82,17,2371
White,87,6,1613
Black,149,30,14
Black,43,54,14
Black,47,4,6253
White,24,34,9577
White,140,4,127
White,164,26,21
Black,89,40,22
White,44,12,3374
Black,153,32,7
Black,113,5,474
White,185,17,12
Black,88,9,736
White,176,16,16
White,9,4,763
White,157,2,19
White,31,36,6373
White,113,34,34
Black,184,10,10
Black,123,36,4
Black,151,38,2
White,111,39,7
White,49,29,4026
White,66,17,4331
Black,38,44,614
White,33,68,1
White,54,45,87
Black,103,49,1
Black,104,37,15
Black,88,39,15
White,143,33,7
White,35,45,1210
White,133,14,197
Black,32,36,4725
White,18,15,144
White,36,7,1651
Black,23,55,151
White,150,15,96
Black,169,14,26
Black,20,61,10
Black,26,57,49
White,200,28,2
White,55,21,5709
Black,124,23,133
Black,121,5,359
Black,66,47,8
Black,180,2,5
White,78,8,980
Black,91,29,388
White,16,45,8105
Black,83,9,908
Black,59,10,2742
Black,145,38,1
White,48,58,1
White,12,13,43
Black,17,8,157
White,21,3,1970
White,118,2,140
White,21,1,663
White,91,5,1298
Black,163,6,40
Black,122,28,120
Black,156,9,34
White,34,63,2
Black,21,60,32
White,168,10,16
Black,86,58,1
White,84,35,135
Black,186,33,1
Black,117,12,415
Black,128,41,2
Black,160,31,5
Black,185,14,16
Black,167,19,33
Black,66,22,3210
White,12,66,3
White,106,40,13
Black,114,20,376
Black,51,24,4618
White,18,39,12059
Black,19,18,1033
White,149,5,77
White,113,8,229
White,124,42,1
Black,127,34,9
White,55,9,2134
Black,96,23,513
White,104,4,623
Black,79,2,972
White,31,65,1
White,148,25,43
White,139,12,125
White,136,25,83
White,175,10,10
White,13,4,970
Black,115,9,241
Black,161,5,46
Black,18,9,82
Black,122,5,340
White,166,10,21
Black,173,16,27
Black,39,55,13
Black,69,46,9
Black,81,1,333
White,185,28,9
Black,123,33,17
White,82,9,910
Black,112,33,20
White,18,29,5668
Black,106,27,264
Black,25,11,455
Black,179,16,20
White,147,25,49
White,156,3,43
Black,146,1,29
Black,168,30,10
Black,126,34,8
White,56,10,2260
Black,155,34,4
Black,84,20,1495
Black,175,1,7
Black,57,7,3042
White,55,62,1
White,66,5,3651
White,53,42,246
White,53,39,499
Black,118,6,378
White,42,57,10
White,138,26,79
Black,90,13,1372
Black,133,26,97
White,53,22,6049
White,182,5,19
Black,49,45,88
White,138,6,174
Black,132,13,225
White,61,28,2724
White,53,56,1
White,75,20,2554
Black,50,41,238
Black,80,40,28
White,93,14,1169
White,140,31,20
Black,81,16,2425
Black,72,13,2998
White,195,22,6
White,188,26,4
Black,34,20,7293
White,70,26,2073
White,48,35,1674
Black,68,19,4834
Black,75,28,899
White,172,23,16
Black,53,49,21
Black,151,4,81
Black,140,23,47
White,36,37,3777
Black,41,18,7874
White,156,8,28
White,41,35,2983
White,68,32,820
Black,93,17,1364
Black,200,15,4
White,83,2,588
White,166,35,1
White,17,60,93
White,97,15,1166
White,198,4,4
Black,142,36,1
White,15,58,221
Black,121,13,401
Black,107,18,623
White,165,14,39
Black,177,33,2
Black,32,27,8145
White,122,6,341
Black,106,22,573
White,51,3,3685
White,11,10,15
Black,170,13,37
Black,55,45,44
Black,131,19,294
White,74,51,2
Black,164,21,25
Black,158,37,1
Black,132,14,248
White,131,19,344
Black,11,35,13803
Black,15,50,1458
Black,148,3,48
White,166,6,40
White,100,40,8
Black,124,36,6
Black,167,13,40
Black,60,14,5258
White,157,23,38
Black,18,54,393
White,146,28,39
White,178,28,7
White,101,23,480
White,26,11,307
White,98,28,416
White,135,1,40
Black,120,22,273
Black,31,2,3855
Black,101,30,168
White,165,33,3
Black,114,22,424
White,88,28,667
White,169,32,5
Black,107,24,308
White,20,53,1005
Black,43,14,6109
White,153,16,64
White,105,34,41
White,158,4,52
Black,11,36,13857
White,38,28,7251
White,13,58,215
Black,149,6,95
Black,118,5,410
White,62,58,1
White,48,41,478
Black,52,22,5518
White,48,16,6845
White,33,6,2324
Black,130,23,91
Black,89,30,336
White,153,2,17
Black,160,26,15
White,73,29,1340
Black,60,2,2388
Black,81,9,1047
Black,148,26,49
White,105,49,1
Black,123,21,180
Black,21,6,1010
Black,104,32,70
Black,101,13,942
Black,75,30,599
White,66,44,36
White,38,21,7825
Black,195,26,8
White,88,40,29
White,121,20,340
Black,46,29,3469
Black,73,15,3260
Black,67,35,287
White,28,56,140
Black,65,8,2077
White,23,62,10
White,77,3,1524
Black,74,31,499
White,129,4,206
White,13,44,9850
Black,24,21,4362
White,86,43,14
Black,16,31,9974
White,93,23,731
White,84,47,3
Black,72,18,3312
Black,155,27,24
White,43,43,623
White,97,10,505
White,17,42,10796
Black,143,29,34
Black,160,28,17
Black,143,31,16
White,45,44,366
White,138,4,112
White,125,32,29
White,74,13,2423
White,25,9,200
White,9,33,9354
Black,51,35,785
Black,30,4,4271
Black,103,36,27
White,155,17,79
White,46,37,1404
Black,164,7,33
Black,37,21,7856
Black,24,19,3090
White,146,39,2
Black,56,44,54
Black,104,17,843
Black,131,28,67
White,44,22,7583
Black,101,40,8
Black,70,4,3244
Black,172,24,10
White,86,45,9
White,183,22,17
White,118,22,378
Black,149,8,46
White,184,3,5
Black,44,11,3451
Black,144,17,122
White,137,23,99
Black,134,36,2
Black,74,47,4
White,126,20,257
Black,74,26,1309
White,113,36,19
Black,127,35,5
White,21,68,1
White,85,9,807
White,129,17,257
Black,112,23,222
White,49,41,456
White,108,33,58
White,42,3,4016
Black,187,9,9
White,10,21,266
White,81,23,1267
Black,42,52,23
White,12,57,341
White,24,41,7464
Black,14,53,532
White,127,39,3
White,200,19,7
Black,197,27,3
White,79,34,249
Black,91,46,1
Black,43,17,7918
White,102,33,85
Black,113,22,414
Black,9,1,364
Black,123,20,228
White,34,15,3652
White,52,25,5091
White,122,30,94
Black,197,28,4
Black,116,11,317
White,30,9,448
White,47,19,7865
White,90,20,1249
White,192,26,7
Black,173,1,10
White,106,33,75
Black,114,26,219
Black,152,26,37
White,114,8,172
Black,15,53,516
Black,40,14,5753
White,60,21,4637
Black,41,55,10
White,118,32,39
White,56,39,378
White,86,14,1642
Black,137,17,171
White,127,9,120
White,154,17,70
White,47,15,6208
White,104,54,1
Black,66,5,4007
White,124,20,292
Black,22,52,599
Black,17,25,4209
Black,57,24,3402
White,47,1,944
Black,43,36,1571
White,62,55,3
White,43,33,3254
Black,117,10,268
Black,90,23,654
White,167,28,9
Black,39,24,7341
Black,128,34,8
Black,151,29,24
Black,138,38,1
Black,142,21,62
White,29,27,8237
White,66,28,2094
White,173,9,12
Black,144,4,102
White,164,48,1
White,171,25,5
White,125,3,138
Black,78,4,2195
Black,13,22,1443
White,70,29,1484
Black,71,37,128
White,43,25,7070
Black,191,33,2
Black,122,25,140
White,86,2,521
Black,108,9,335
White,86,34,157
Black,171,14,23
White,48,27,5276
Black,132,2,94
White,90,23,795
Black,149,12,91
White,11,31,6245
White,147,26,52
White,104,19,1308
Black,69,5,3506
White,174,30,2
Black,200,17,7
Black,113,10,318
Black,123,35,7
White,15,14,65
Black,50,54,3
White,29,20,4572
Black,82,24,969
White,90,1,173
White,140,22,118
Black,141,18,118
Black,90,38,21
White,130,17,251
White,146,9,57
White,145,36,1
Black,50,13,5720
Black,101,18,804
Black,63,10,2416
White,81,17,2279
Black,85,23,849
White,84,23,1074
White,72,28,1466
White,119,20,357
Black,118,27,160
Black,41,51,38
White,27,53,451
White,108,3,321
White,179,17,20
White,60,47,24
Black,88,35,62
White,36,33,5553
Black,198,26,6
White,13,60,85
Black,98,44,1
Black,77,49,3
Black,49,51,12
Black,154,34,1
Black,189,1,4
White,119,2,142
White,83,8,812
White,115,25,218
Black,60,19,6261
Black,64,2,2054
Black,70,32,440
Black,101,34,39
White,150,43,1
White,106,3,354
White,40,51,116
White,150,35,3
Black,156,30,8
White,36,13,2637
White,89,24,756
Black,80,14,2264
Black,111,29,127
Black,174,23,8
Black,67,17,4513
Black,62,32,700
White,142,32,14
Black,38,51,68
Black,34,55,30
White,17,44,8738
White,91,37,57
Black,126,16,317
White,123,34,20
Black,103,31,106
White,9,22,361
White,135,31,28
White,82,52,2
Black,10,19,340
White,83,37,90
Black,130,27,88
Black,51,48,23
White,152,38,2
White,159,21,32
White,103,39,12
Black,18,30,9031
Black,169,26,18
White,41,45,486
White,134,32,17
Black,66,19,5210
Black,52,33,1186
Black,35,41,1766
White,144,6,142
Black,23,36,9283
White,62,53,1
White,141,31,16
Black,125,37,3
Black,182,16,24
Black,71,55,2
White,76,31,625
White,27,2,2326
Black,117,40,2
White,18,58,177
White,84,28,853
Black,42,6,4460
White,19,27,4395
White,11,11,21
Black,124,7,186
White,152,9,52
Black,182,14,19
Black,129,30,46
Black,103,34,24
Black,131,16,250
Black,145,35,3
Black,84,1,288
Black,59,22,4310
White,119,9,176
White,40,50,147
White,135,13,166
Black,135,42,1
Black,65,15,4541
White,94,13,1184
Black,56,4,5398
White,19,21,1174
Black,100,7,570
Black,120,16,430
White,166,25,18
White,107,41,13
White,50,56,1
White,143,30,28
White,193,32,1
Black,84,22,1517
White,167,30,11
White,28,19,3725
Black,156,24,27
White,67,23,2742
White,162,30,11
Black,12,52,712
White,64,52,5
Black,149,20,70
White,154,23,33
White,18,44,8399
White,51,24,5543
White,67,11,2055
White,19,49,3152
Black,87,8,760
White,14,7,264
Black,38,48,229
Black,31,64,1
White,25,51,1079
White,76,44,32
White,105,43,6
White,44,62,1
White,98,34,70
Black,29,31,7964
Black,9,39,11322
Black,43,18,8062
Black,54,11,3763
White,61,35,665
Black,52,14,6250
Black,71,20,2926
White,58,35,800
Black,59,27,2326
White,70,13,2801
Black,96,38,13
White,155,31,9
White,188,28,6
White,149,17,91
Black,63,38,154
Black,69,18,3735
White,81,42,32
Black,93,13,1288
Black,113,31,59
White,178,34,1
White,30,49,953
Black,168,19,33
Black,63,40,88
White,69,11,1982
White,54,28,3634
White,143,29,40
Black,24,40,6524
Black,136,16,184
Black,198,28,1
White,18,22,1217
White,64,11,2317
Black,47,28,3722
White,74,8,1186
Black,57,36,424
Black,91,28,446
Black,40,30,4373
Black,36,54,43
Black,100,27,358
White,72,49,11
Black,176,31,5
White,64,40,187
White,104,11,489
White,181,10,13
Black,90,25,646
Black,135,14,192
Black,9,48,1962
White,194,19,8
White,80,30,667
Black,31,26,8103
Black,101,1,160
White,46,52,17
White,14,63,32
Black,130,8,135
White,71,19,4402
Black,110,23,273
Black,97,15,1205
White,56,6,4279
Black,38,35,2967
Black,108,4,608
White,34,47,904
White,132,6,236
White,150,8,46
Black,90,18,1343
Black,65,5,4106
White,71,30,1122
Black,20,20,2101
White,13,62,36
White,103,17,808
Black,96,40,6
Black,178,22,16
White,112,2,175
Black,147,34,2
Black,64,4,4204
White,142,31,18
Black,70,42,24
White,36,20,7133
White,22,22,2603
White,13,22,499
White,39,43,1049
Black,33,46,779
Black,54,25,3581
Black,34,13,3214
White,171,17,33
White,44,10,2188
White,27,33,8924
Black,136,26,101
White,45,12,3659
White,104,5,735
Black,31,43,1970
Black,91,26,621
Black,75,44,16
Black,161,35,1
Black,42,40,824
White,116,34,25
White,176,22,15
White,39,46,530
White,155,32,10
Black,32,26,8035
White,78,31,572
Black,31,6,2407
Black,116,18,388
White,119,6,419
Black,147,10,59
White,92,28,564
White,26,59,57
White,96,23,601
White,125,14,298
Black,40,16,7097
Black,10,5,779
White,110,4,501
White,196,11,6
White,118,14,405
Black,34,53,83
White,35,51,254
White,98,41,7
White,24,22,3511
White,151,1,12
White,17,10,48
Black,72,21,2238
Black,73,54,1
White,159,7,21
Black,41,32,3241
White,69,42,61
White,153,33,8
White,47,10,2291
White,19,7,377
White,131,25,96
White,23,57,200
White,172,20,23
White,143,6,139
White,68,13,2962
Black,47,1,1515
White,31,51,481
White,148,16,99
Black,189,28,2
Black,40,11,2958
White,42,10,1993
Black,66,45,13
White,56,52,9
Black,87,41,6
Black,156,32,1
White,93,55,1
White,112,14,500
White,115,12,411
White,123,1,48
Black,33,37,3991
White,90,16,1571
White,21,40,10002
Black,17,42,7561
Black,18,29,8200
Black,133,3,134
White,40,47,323
Black,91,6,1361
Black,90,9,735
Black,103,18,728
Black,119,12,378
White,28,31,8692
Black,56,30,1590
White,64,25,2880
Black,42,11,3351
Black,23,54,273
White,39,1,1224
Black,20,10,101
White,132,37,2
Black,151,13,90
White,48,53,9
White,163,22,21
Black,74,50,1
Black,143,4,106
White,167,4,30
Black,28,67,1
White,38,10,1430
Black,14,13,67
Black,15,14,103
White,156,27,26
Black,197,7,4
Black,145,1,30
Black,30,31,7407
Black,152,16,79
Black,130,26,87
White,105,46,1
White,58,19,6589
Black,33,44,1224
Black,159,30,10
Black,81,2,890
Black,120,10,216
Black,42,14,6066
Black,75,36,114
White,135,25,98
Black,183,14,20
Black,19,62,12
White,186,10,6
White,63,2,1559
White,159,10,25
White,94,30,318
White,94,41,13
White,59,6,4153
White,25,41,7052
Black,92,41,9
White,192,2,3
White,31,22,6690
Black,148,19,115
Black,149,32,14
White,46,12,3633
Black,23,16,1318
White,96,34,77
White,112,15,614
White,38,43,1115
White,149,21,55
Black,51,28,2964
Black,20,2,2085
White,77,39,103
White,189,24,4
White,111,26,275
White,56,8,2121
Black,159,2,25
Black,95,2,480
Black,170,20,17
White,112,16,599
Black,119,44,2
Black,31,25,8128
Black,36,7,2172
White,43,40,1117
White,70,16,3554
Black,65,21,3223
White,44,24,7131
Black,80,4,2019
Black,12,54,300
White,114,40,7
Black,54,44,77
Black,43,53,13
White,45,34,2444
Black,85,40,23
White,142,22,109
White,148,4,83
White,139,47,1
White,200,17,3
White,78,14,2192
Black,14,14,99
White,128,19,436
White,43,30,4926
White,71,22,2995
Black,20,25,5273
Black,48,34,1307
White,193,7,9
Black,198,2,2
White,51,5,4834
White,62,17,5026
White,82,16,2175
White,81,4,1736
White,52,34,1500
Black,94,31,186
White,145,48,1
Black,72,45,8
White,103,16,908
Black,188,11,13
White,108,28,232
White,138,33,16
Black,127,37,3
Black,166,17,35
Black,148,33,8
Black,35,48,343
White,19,62,28
White,149,34,5
Black,147,7,68
White,55,47,31
White,91,26,803
White,147,33,8
White,199,11,3
White,87,8,674
White,146,40,1
Black,127,8,148
White,199,27,1
White,136,22,135
White,16,61,51
White,90,17,1546
White,180,14,26
White,51,34,1554
Black,177,7,21
White,110,21,376
White,35,61,6
Black,80,1,363
Black,15,45,4797
Black,113,33,24
White,167,29,12
Black,28,52,272
Black,57,21,4582
White,30,54,197
Black,139,38,2
White,101,33,117
Black,41,37,1692
Black,9,50,991
Black,188,9,6
Black,107,43,2
White,21,62,18
White,43,10,2021
White,145,23,52
Black,99,18,896
White,43,56,9
Black,32,61,4
Black,82,15,2175
White,21,53,929
Black,97,4,957
Black,112,27,190
White,166,1,3
Black,155,32,5
Black,106,25,319
Black,191,24,5
Black,47,31,2230
Black,18,52,736
White,110,27,293
White,67,2,1277
Black,22,20,2707
Black,102,9,466
Black,70,39,89
White,106,36,31
White,39,37,2750
White,87,3,931
White,36,34,4880
Black,141,27,56
White,79,49,2
White,38,30,6264
White,153,11,60
White,58,8,2002
Black,124,38,1
Black,30,57,26
White,102,5,853
White,138,9,73
Black,191,8,5
White,67,48,7
White,82,38,69
Black,33,57,20
White,118,46,2
Black,134,5,181
White,157,28,23
White,25,54,407
Black,72,43,18
Black,26,13,1008
Black,80,26,1000
White,152,27,35
White,154,9,29
Black,144,33,3
Black,162,9,20
Black,50,2,3429
Black,32,16,4781
White,190,11,5
White,10,7,221
White,47,23,6829
Black,162,8,24
Black,163,5,56
White,45,8,1806
White,59,10,2127
White,23,1,791
White,105,36,30
Black,101,21,547
White,119,24,210
Black,173,21,7
Black,79,11,1576
Black,172,1,11
Black,48,52,10
Black,142,4,109
Black,106,42,1
White,63,55,1
Black,133,12,202
White,111,1,78
White,187,15,16
White,145,10,58
Black,21,57,96
White,115,9,207
Black,154,38,1
White,70,53,2
White,154,22,60
Black,86,20,1343
White,54,37,702
White,130,3,93
Black,197,29,3
White,88,37,58
Black,78,12,1969
White,158,15,59
Black,150,35,1
Black,163,7,35
Black,106,15,777
Black,51,57,4
White,46,43,390
White,148,15,98
White,84,12,1389
White,134,46,1
White,87,40,29
Black,85,45,6
Black,59,18,5629
Black,112,31,83
White,27,16,1783
White,198,2,1
White,125,12,294
Black,112,10,337
White,19,44,7771
Black,61,19,6125
White,29,54,238
Black,181,20,8
White,100,23,522
Black,163,28,17
White,52,10,2408
Black,107,15,765
Black,123,19,454
White,44,43,526
White,81,14,1967
White,48,18,7170
Black,28,47,1214
Black,102,30,164
Black,150,25,43
White,159,46,1
White,16,22,853
Black,87,11,1242
White,105,16,843
White,120,38,4
Black,22,25,6092
Black,11,37,13263
White,138,38,2
Black,44,32,2499
White,15,1,393
White,11,2,619
Black,199,6,8
White,82,19,2987
White,45,41,690
Black,46,11,3772
White,107,29,223
Black,93,36,42
White,79,19,3217
White,72,2,1080
White,109,8,250
Black,126,32,19
Black,169,46,1
White,137,42,1
White,27,15,1279
Black,63,12,3585
Black,114,27,184
Black,47,39,590
White,59,52,6
White,75,33,401
White,44,36,1905
White,142,26,62
Black,185,1,3
White,24,19,2072
White,28,59,41
White,139,27,64
White,77,50,1
Black,82,35,106
White,65,18,4481
Black,24,54,217
White,121,6,330
Black,10,18,239
Black,39,48,181
White,102,18,828
White,119,8,181
Black,88,6,1445
Black,136,23,73
Black,176,26,14
White,15,66,4
Black,120,36,8
Black,53,35,723
Black,20,27,6933
White,156,23,42
White,91,6,1333
White,56,50,10
Black,99,44,2
Black,26,39,6106
Black,109,32,57
White,29,55,178
Black,49,2,3613
White,38,16,5603
White,128,32,20
Black,166,2,12
Black,105,32,81
White,200,11,6
White,173,2,11
Black,127,10,173
White,75,32,557
Black,69,19,4810
Black,9,4,1144
Black,126,25,107
Black,40,26,6502
Black,176,10,18
Black,42,20,7967
White,82,25,1158
Black,13,9,59
Black,14,3,1740
Black,55,50,7
White,87,22,1502
Black,85,24,855
White,39,31,5347
Black,103,38,6
White,196,9,5
Black,34,56,30
White,164,7,23
White,85,50,2
White,73,9,1291
Black,117,42,1
White,57,5,4473
Black,163,33,2
Black,56,6,4860
White,117,36,8
White,103,41,12
Black,37,57,4
White,151,43,1
Black,24,25,6970
White,39,32,4769
White,30,3,3315
Black,44,44,248
White,33,52,271
White,26,13,598
Black,197,4,9
White,165,13,38
Black,67,43,18
Black,182,23,4
White,128,42,2
Black,42,44,326
White,93,10,653
White,56,36,817
Black,44,16,7552
White,46,9,1884
White,75,37,192
White,145,30,23
Black,164,25,22
Black,15,27,5614
White,197,18,7
Black,163,36,1
Black,166,30,11
Black,192,26,1
White,17,51,2209
Black,54,10,3035
Black,55,54,3
Black,94,28,373
Black,24,53,341
Black,85,10,1005
Black,73,12,2507
White,71,4,2729
White,94,26,689
White,129,33,15
Black,125,30,45
Black,70,40,62
White,137,26,77
White,16,2,983
White,103,25,441
Black,59,37,312
White,113,42,3
Black,124,27,105
White,84,27,935
Black,128,16,267
White,13,54,1012
White,111,30,138
Black,34,19,7018
Black,63,13,4220
White,174,16,18
White,21,26,4565
White,36,59,9
Black,47,59,3
White,136,38,2
Black,108,13,734
Black,58,24,3282
White,106,8,326
Black,32,9,1065
Black,31,17,4976
White,64,3,2543
White,166,23,22
White,54,31,2316
White,154,12,66
Black,85,34,93
Black,114,24,233
Black,192,14,9
White,28,34,8492
Black,82,6,1947
Black,95,14,1234
Black,28,42,3396
White,47,44,263
Black,100,23,411
Black,58,27,2474
Black,51,54,3
White,121,37,2
Black,21,40,7874
Black,121,10,217
White,61,54,3
White,49,16,6671
Black,16,39,10845
White,176,28,8
Black,23,57,97
Black,29,49,686
Black,96,31,130
Black,164,19,39
White,92,3,763
White,140,29,44
Black,70,11,2207
White,36,22,7665
White,23,14,364
Black,137,34,2
White,40,24,7694
Black,166,31,10
White,70,2,1160
Black,120,24,176
Black,33,5,3951
White,140,10,88
White,60,35,724
